ticket_id,customer_id,date_opened,issue_type,resolution_time_days,status
TCKT001219,CUST00309,2025-05-21,Login Issue,3,Pending
TCKT001220,CUST00922,2024-04-03,Login Issue,6,Resolved
TCKT001221,CUST00629,2024-04-23,Failed Transaction,1,Unresolved
TCKT001222,CUST00586,2023-08-23,Incorrect Charge,15,Resolved
TCKT001223,CUST00743,2025-03-10,Login Issue,12,Unresolved
TCKT001224,CUST01000,2023-08-16,Failed Transaction,9,Unresolved
TCKT001225,CUST00590,2023-11-09,Account Locked,8,Pending
TCKT001226,CUST00863,2023-07-27,Login Issue,8,Unresolved
TCKT001227,CUST00934,2024-09-09,Delayed Credit,10,Pending
TCKT001228,CUST00710,2024-01-12,Failed Transaction,14,Pending
TCKT001229,CUST00643,2023-08-04,Account Locked,6,Unresolved
TCKT001230,CUST00516,2024-02-17,Card Not Working,7,Pending
TCKT001231,CUST00594,2023-10-01,Delayed Credit,4,Unresolved
TCKT001232,CUST00464,2024-03-07,Card Not Working,8,Unresolved
TCKT001233,CUST00640,2025-04-21,Card Not Working,15,Unresolved
TCKT001234,CUST00620,2023-12-02,Failed Transaction,3,Resolved
TCKT001235,CUST00922,2024-12-21,Account Locked,3,Pending
TCKT001236,CUST00257,2025-03-01,Login Issue,6,Pending
TCKT001237,CUST00698,2024-10-16,Account Locked,4,Unresolved
TCKT001238,CUST00748,2024-05-24,Incorrect Charge,7,Unresolved
TCKT001239,CUST00817,2024-01-11,Card Not Working,3,Unresolved
TCKT001240,CUST00184,2023-07-25,Delayed Credit,4,Unresolved
TCKT001241,CUST00259,2025-02-14,Incorrect Charge,7,Pending
TCKT001242,CUST00479,2024-11-03,Card Not Working,15,Pending
TCKT001243,CUST00600,2024-08-06,Account Locked,1,Pending
TCKT001244,CUST00271,2024-12-25,Card Not Working,5,Unresolved
TCKT001245,CUST00337,2024-05-16,Delayed Credit,3,Resolved
TCKT001246,CUST00024,2024-01-30,Failed Transaction,10,Pending
TCKT001247,CUST00063,2023-09-02,Account Locked,5,Pending
TCKT001248,CUST00476,2024-10-03,Failed Transaction,15,Pending
TCKT001249,CUST00851,2025-01-26,Login Issue,4,Resolved
TCKT001250,CUST00089,2024-07-10,Delayed Credit,4,Unresolved
TCKT001251,CUST00325,2024-05-03,Login Issue,3,Unresolved
TCKT001252,CUST00585,2024-04-07,Card Not Working,6,Unresolved
TCKT001253,CUST00596,2023-10-23,Delayed Credit,13,Unresolved
TCKT001254,CUST00697,2025-03-07,Incorrect Charge,9,Unresolved
TCKT001255,CUST00663,2024-07-08,Card Not Working,6,Resolved
TCKT001256,CUST00748,2024-07-09,Incorrect Charge,8,Pending
TCKT001257,CUST00990,2023-11-30,Failed Transaction,11,Pending
TCKT001258,CUST00653,2024-03-24,Failed Transaction,5,Resolved
TCKT001259,CUST00478,2024-03-10,Account Locked,5,Pending
TCKT001260,CUST00788,2025-04-21,Failed Transaction,1,Resolved
TCKT001261,CUST00426,2024-01-26,Failed Transaction,2,Pending
TCKT001262,CUST00178,2024-06-21,Delayed Credit,1,Pending
TCKT001263,CUST00901,2024-03-04,Incorrect Charge,12,Pending
TCKT001264,CUST00446,2024-06-18,Card Not Working,14,Resolved
TCKT001265,CUST00311,2024-03-09,Account Locked,13,Resolved
TCKT001266,CUST00019,2024-01-27,Login Issue,13,Unresolved
TCKT001267,CUST00633,2024-01-18,Account Locked,14,Unresolved
TCKT001268,CUST00166,2023-07-19,Failed Transaction,14,Resolved
TCKT001269,CUST00403,2024-03-07,Account Locked,4,Resolved
TCKT001270,CUST00787,2025-01-24,Login Issue,6,Pending
TCKT001271,CUST00128,2025-01-28,Delayed Credit,7,Pending
TCKT001272,CUST00195,2025-04-13,Failed Transaction,7,Resolved
TCKT001273,CUST00979,2025-04-17,Login Issue,9,Pending
TCKT001274,CUST00706,2024-08-01,Failed Transaction,14,Resolved
TCKT001275,CUST00173,2023-08-03,Account Locked,14,Unresolved
TCKT001276,CUST00615,2024-03-24,Login Issue,4,Pending
TCKT001277,CUST00197,2023-12-25,Account Locked,15,Unresolved
TCKT001278,CUST00592,2024-10-30,Failed Transaction,14,Resolved
TCKT001279,CUST00476,2023-07-15,Incorrect Charge,9,Pending
TCKT001280,CUST00753,2024-04-02,Account Locked,14,Pending
TCKT001281,CUST00740,2024-04-26,Card Not Working,9,Resolved
TCKT001282,CUST00064,2023-12-22,Card Not Working,1,Unresolved
TCKT001283,CUST00676,2025-06-27,Failed Transaction,15,Resolved
TCKT001284,CUST00090,2023-08-06,Login Issue,2,Pending
TCKT001285,CUST00606,2023-10-18,Card Not Working,15,Unresolved
TCKT001286,CUST00602,2024-11-22,Login Issue,9,Pending
TCKT001287,CUST00247,2025-05-11,Account Locked,14,Resolved
TCKT001288,CUST00523,2025-05-14,Incorrect Charge,12,Resolved
TCKT001289,CUST00281,2023-12-13,Failed Transaction,12,Pending
TCKT001290,CUST00788,2024-10-23,Login Issue,5,Pending
TCKT001291,CUST00342,2025-04-30,Login Issue,3,Resolved
TCKT001292,CUST00215,2024-03-10,Delayed Credit,7,Unresolved
TCKT001293,CUST00095,2024-08-26,Delayed Credit,13,Pending
TCKT001294,CUST00868,2023-11-28,Login Issue,11,Resolved
TCKT001295,CUST00123,2024-10-23,Card Not Working,2,Unresolved
TCKT001296,CUST00306,2025-03-08,Account Locked,14,Pending
TCKT001297,CUST00424,2025-05-13,Login Issue,11,Unresolved
TCKT001298,CUST00410,2024-01-07,Login Issue,1,Resolved
TCKT001299,CUST00280,2024-08-27,Login Issue,8,Pending
TCKT001300,CUST00464,2024-07-21,Card Not Working,3,Resolved
TCKT001301,CUST00131,2024-11-06,Failed Transaction,2,Pending
TCKT001302,CUST00848,2024-05-13,Delayed Credit,9,Resolved
TCKT001303,CUST00162,2023-12-01,Failed Transaction,8,Unresolved
TCKT001304,CUST00749,2024-09-05,Incorrect Charge,2,Pending
TCKT001305,CUST00466,2024-10-17,Login Issue,2,Pending
TCKT001306,CUST00923,2024-04-14,Account Locked,6,Pending
TCKT001307,CUST00280,2024-08-05,Failed Transaction,6,Pending
TCKT001308,CUST01000,2024-02-24,Login Issue,2,Pending
TCKT001309,CUST00810,2024-01-05,Card Not Working,15,Unresolved
TCKT001310,CUST00674,2024-06-06,Login Issue,1,Resolved
TCKT001311,CUST00694,2024-11-13,Account Locked,5,Pending
TCKT001312,CUST00909,2023-09-14,Incorrect Charge,15,Unresolved
TCKT001313,CUST00987,2025-05-25,Card Not Working,12,Resolved
TCKT001314,CUST00667,2024-04-21,Login Issue,4,Resolved
TCKT001315,CUST00430,2024-04-21,Delayed Credit,2,Pending
TCKT001316,CUST00774,2024-01-11,Delayed Credit,8,Unresolved
TCKT001317,CUST00674,2025-03-22,Incorrect Charge,11,Unresolved
TCKT001318,CUST00403,2024-07-30,Incorrect Charge,8,Pending
TCKT001319,CUST00363,2023-12-26,Failed Transaction,4,Unresolved
TCKT001320,CUST00516,2024-07-29,Card Not Working,15,Pending
TCKT001321,CUST00383,2025-03-30,Account Locked,9,Pending
TCKT001322,CUST00581,2024-11-22,Failed Transaction,13,Resolved
TCKT001323,CUST00954,2024-08-04,Account Locked,12,Resolved
TCKT001324,CUST00554,2025-04-28,Incorrect Charge,11,Unresolved
TCKT001325,CUST00151,2024-10-19,Incorrect Charge,14,Pending
TCKT001326,CUST00110,2025-06-11,Incorrect Charge,12,Pending
TCKT001327,CUST00567,2025-01-24,Delayed Credit,8,Unresolved
TCKT001328,CUST00585,2024-07-18,Login Issue,8,Resolved
TCKT001329,CUST00452,2024-11-02,Failed Transaction,10,Resolved
TCKT001330,CUST00323,2024-03-14,Failed Transaction,1,Pending
TCKT001331,CUST00448,2024-06-01,Incorrect Charge,4,Unresolved
TCKT001332,CUST00359,2023-12-24,Incorrect Charge,3,Unresolved
TCKT001333,CUST00945,2023-08-05,Login Issue,13,Resolved
TCKT001334,CUST00732,2023-11-26,Account Locked,8,Unresolved
TCKT001335,CUST00321,2025-05-07,Card Not Working,15,Pending
TCKT001336,CUST00525,2025-01-17,Card Not Working,2,Pending
TCKT001337,CUST00616,2024-12-02,Incorrect Charge,9,Unresolved
TCKT001338,CUST00936,2024-05-25,Delayed Credit,10,Resolved
TCKT001339,CUST00228,2025-01-05,Incorrect Charge,7,Unresolved
TCKT001340,CUST00477,2023-09-03,Account Locked,14,Resolved
TCKT001341,CUST00602,2024-10-28,Account Locked,15,Resolved
TCKT001342,CUST00798,2025-06-03,Delayed Credit,4,Unresolved
TCKT001343,CUST00152,2025-07-03,Login Issue,14,Resolved
TCKT001344,CUST00616,2024-01-02,Login Issue,4,Unresolved
TCKT001345,CUST00497,2025-06-06,Account Locked,5,Pending
TCKT001346,CUST00387,2025-02-09,Incorrect Charge,10,Unresolved
TCKT001347,CUST00423,2023-12-17,Failed Transaction,10,Resolved
TCKT001348,CUST00496,2025-05-24,Card Not Working,10,Resolved
TCKT001349,CUST00541,2023-11-01,Login Issue,10,Unresolved
TCKT001350,CUST00868,2025-05-10,Card Not Working,2,Pending
TCKT001351,CUST00467,2023-09-04,Account Locked,4,Resolved
TCKT001352,CUST00031,2023-08-31,Incorrect Charge,14,Pending
TCKT001353,CUST00721,2024-10-02,Failed Transaction,12,Unresolved
TCKT001354,CUST00551,2023-11-20,Failed Transaction,11,Resolved
TCKT001355,CUST00029,2023-12-30,Failed Transaction,2,Unresolved
TCKT001356,CUST00354,2025-03-01,Incorrect Charge,5,Unresolved
TCKT001357,CUST00478,2024-03-12,Delayed Credit,3,Resolved
TCKT001358,CUST00116,2023-10-05,Card Not Working,2,Unresolved
TCKT001359,CUST00148,2024-05-14,Delayed Credit,4,Resolved
TCKT001360,CUST00118,2025-05-13,Login Issue,13,Pending
TCKT001361,CUST00865,2024-12-23,Failed Transaction,5,Unresolved
TCKT001362,CUST00761,2024-05-19,Account Locked,2,Pending
TCKT001363,CUST00052,2024-02-03,Login Issue,7,Resolved
TCKT001364,CUST00190,2024-03-05,Incorrect Charge,5,Pending
TCKT001365,CUST00035,2024-10-13,Delayed Credit,14,Resolved
TCKT001366,CUST00819,2023-07-22,Account Locked,15,Resolved
TCKT001367,CUST00189,2025-03-10,Account Locked,6,Resolved
TCKT001368,CUST00409,2025-03-19,Account Locked,4,Unresolved
TCKT001369,CUST00577,2024-12-16,Card Not Working,8,Unresolved
TCKT001370,CUST00719,2024-10-09,Card Not Working,9,Pending
TCKT001371,CUST00204,2023-07-14,Card Not Working,2,Resolved
TCKT001372,CUST00462,2025-04-23,Failed Transaction,13,Unresolved
TCKT001373,CUST00834,2025-06-12,Failed Transaction,4,Resolved
TCKT001374,CUST00921,2024-04-07,Incorrect Charge,12,Unresolved
TCKT001375,CUST00519,2025-04-07,Delayed Credit,11,Unresolved
TCKT001376,CUST00315,2024-06-24,Card Not Working,13,Resolved
TCKT001377,CUST00249,2024-12-04,Account Locked,7,Unresolved
TCKT001378,CUST00777,2024-05-21,Account Locked,6,Resolved
TCKT001379,CUST00795,2024-07-31,Incorrect Charge,12,Pending
TCKT001380,CUST00005,2023-07-16,Card Not Working,15,Pending
TCKT001381,CUST00374,2024-08-27,Incorrect Charge,7,Unresolved
TCKT001382,CUST00770,2024-03-13,Account Locked,11,Unresolved
TCKT001383,CUST00469,2024-04-11,Delayed Credit,8,Resolved
TCKT001384,CUST00110,2024-05-26,Card Not Working,10,Pending
TCKT001385,CUST00208,2024-02-14,Delayed Credit,10,Resolved
TCKT001386,CUST00103,2023-12-12,Login Issue,11,Pending
TCKT001387,CUST00856,2024-11-28,Failed Transaction,3,Resolved
TCKT001388,CUST00722,2024-02-27,Incorrect Charge,5,Resolved
TCKT001389,CUST00878,2024-04-21,Card Not Working,6,Pending
TCKT001390,CUST00992,2025-01-24,Account Locked,4,Pending
TCKT001391,CUST00239,2025-01-31,Login Issue,15,Resolved
TCKT001392,CUST00608,2024-07-14,Login Issue,1,Unresolved
TCKT001393,CUST00010,2025-06-20,Account Locked,5,Unresolved
TCKT001394,CUST00310,2024-01-09,Incorrect Charge,2,Unresolved
TCKT001395,CUST00348,2025-01-13,Account Locked,2,Resolved
TCKT001396,CUST00456,2023-11-06,Login Issue,2,Unresolved
TCKT001397,CUST00480,2025-06-27,Incorrect Charge,12,Resolved
TCKT001398,CUST00122,2024-10-16,Delayed Credit,3,Resolved
TCKT001399,CUST00708,2023-11-27,Delayed Credit,1,Unresolved
TCKT001400,CUST00940,2024-06-04,Failed Transaction,7,Pending
TCKT001401,CUST00323,2024-10-01,Card Not Working,8,Unresolved
TCKT001402,CUST00123,2024-08-17,Account Locked,10,Resolved
TCKT001403,CUST00387,2025-04-03,Delayed Credit,14,Pending
TCKT001404,CUST00389,2025-02-06,Login Issue,1,Unresolved
TCKT001405,CUST00058,2024-07-18,Incorrect Charge,2,Pending
TCKT001406,CUST00619,2025-02-23,Failed Transaction,11,Resolved
TCKT001407,CUST00335,2024-08-26,Delayed Credit,5,Pending
TCKT001408,CUST00314,2023-12-12,Card Not Working,15,Resolved
TCKT001409,CUST00693,2024-08-21,Failed Transaction,5,Unresolved
TCKT001410,CUST00051,2024-10-26,Incorrect Charge,5,Pending
TCKT001411,CUST00659,2025-05-02,Delayed Credit,12,Unresolved
TCKT001412,CUST00774,2024-11-22,Login Issue,2,Unresolved
TCKT001413,CUST00862,2024-10-30,Delayed Credit,2,Resolved
TCKT001414,CUST00011,2025-05-01,Delayed Credit,5,Unresolved
TCKT001415,CUST00773,2023-08-08,Account Locked,10,Unresolved
TCKT001416,CUST00310,2024-11-02,Account Locked,10,Unresolved
TCKT001417,CUST00982,2023-11-16,Login Issue,8,Unresolved
TCKT001418,CUST00758,2024-05-09,Delayed Credit,3,Unresolved
TCKT001419,CUST00430,2024-11-11,Delayed Credit,6,Resolved
TCKT001420,CUST00043,2024-06-12,Login Issue,1,Pending
TCKT001421,CUST00631,2025-03-17,Failed Transaction,7,Resolved
TCKT001422,CUST00325,2025-04-08,Card Not Working,11,Pending
TCKT001423,CUST00268,2024-11-04,Delayed Credit,7,Resolved
TCKT001424,CUST00887,2023-07-07,Failed Transaction,7,Pending
TCKT001425,CUST00435,2023-07-24,Delayed Credit,2,Unresolved
TCKT001426,CUST00291,2024-06-11,Failed Transaction,15,Pending
TCKT001427,CUST00361,2024-03-14,Login Issue,1,Pending
TCKT001428,CUST00370,2024-02-04,Login Issue,12,Pending
TCKT001429,CUST00083,2024-06-05,Login Issue,3,Unresolved
TCKT001430,CUST00390,2024-09-21,Card Not Working,7,Unresolved
TCKT001431,CUST00872,2024-08-20,Card Not Working,9,Pending
TCKT001432,CUST00089,2024-10-25,Incorrect Charge,7,Unresolved
TCKT001433,CUST00249,2025-07-06,Incorrect Charge,13,Resolved
TCKT001434,CUST00868,2023-10-25,Delayed Credit,14,Unresolved
TCKT001435,CUST00254,2024-07-18,Delayed Credit,2,Pending
TCKT001436,CUST00662,2024-01-22,Incorrect Charge,1,Pending
TCKT001437,CUST00189,2025-06-11,Account Locked,7,Pending
TCKT001438,CUST00799,2024-07-19,Card Not Working,14,Resolved
TCKT001439,CUST00981,2025-03-25,Incorrect Charge,12,Pending
TCKT001440,CUST00936,2025-07-03,Incorrect Charge,9,Resolved
TCKT001441,CUST00984,2025-07-02,Incorrect Charge,5,Unresolved
TCKT001442,CUST00784,2025-04-27,Account Locked,14,Unresolved
TCKT001443,CUST00041,2025-05-19,Login Issue,7,Resolved
TCKT001444,CUST00297,2024-03-19,Account Locked,13,Unresolved
TCKT001445,CUST00889,2023-12-02,Account Locked,2,Pending
TCKT001446,CUST00957,2025-01-02,Account Locked,8,Unresolved
TCKT001447,CUST00463,2023-10-10,Failed Transaction,12,Resolved
TCKT001448,CUST00510,2023-07-11,Incorrect Charge,11,Unresolved
TCKT001449,CUST00399,2024-02-15,Delayed Credit,2,Resolved
TCKT001450,CUST00121,2023-10-24,Failed Transaction,5,Unresolved
TCKT001451,CUST00458,2023-11-09,Card Not Working,10,Pending
TCKT001452,CUST00974,2025-02-07,Incorrect Charge,5,Resolved
TCKT001453,CUST00691,2025-02-01,Account Locked,11,Resolved
TCKT001454,CUST00504,2023-11-29,Delayed Credit,3,Unresolved
TCKT001455,CUST00205,2024-08-27,Delayed Credit,13,Unresolved
TCKT001456,CUST00996,2025-01-15,Account Locked,11,Resolved
TCKT001457,CUST00616,2024-03-26,Login Issue,2,Pending
TCKT001458,CUST00017,2024-10-25,Incorrect Charge,12,Unresolved
TCKT001459,CUST00731,2024-01-12,Incorrect Charge,1,Resolved
TCKT001460,CUST00053,2024-04-16,Login Issue,2,Unresolved
TCKT001461,CUST00795,2023-10-18,Account Locked,14,Resolved
TCKT001462,CUST00826,2024-02-09,Account Locked,1,Pending
TCKT001463,CUST00692,2024-06-01,Account Locked,11,Resolved
TCKT001464,CUST00893,2023-07-23,Account Locked,9,Pending
TCKT001465,CUST00454,2024-09-06,Login Issue,12,Resolved
TCKT001466,CUST00006,2024-03-10,Incorrect Charge,11,Resolved
TCKT001467,CUST00826,2025-03-01,Delayed Credit,3,Pending
TCKT001468,CUST00212,2024-03-15,Failed Transaction,12,Pending
TCKT001469,CUST00887,2024-01-09,Incorrect Charge,9,Pending
TCKT001470,CUST00917,2024-10-11,Login Issue,6,Pending
TCKT001471,CUST00615,2023-08-23,Failed Transaction,8,Resolved
TCKT001472,CUST00161,2025-06-08,Card Not Working,4,Resolved
TCKT001473,CUST00142,2024-09-18,Account Locked,12,Resolved
TCKT001474,CUST00437,2024-01-25,Failed Transaction,8,Unresolved
TCKT001475,CUST00594,2025-05-22,Incorrect Charge,2,Unresolved
TCKT001476,CUST00410,2024-03-19,Account Locked,10,Pending
TCKT001477,CUST00949,2025-03-15,Login Issue,1,Unresolved
TCKT001478,CUST00865,2025-03-06,Incorrect Charge,5,Resolved
TCKT001479,CUST00354,2024-06-22,Account Locked,5,Unresolved
TCKT001480,CUST00350,2024-03-11,Card Not Working,8,Resolved
TCKT001481,CUST00141,2024-08-28,Failed Transaction,13,Pending
TCKT001482,CUST00341,2025-02-13,Card Not Working,8,Pending
TCKT001483,CUST00609,2024-04-30,Incorrect Charge,13,Resolved
TCKT001484,CUST00234,2024-06-18,Login Issue,14,Pending
TCKT001485,CUST00060,2025-04-09,Card Not Working,5,Unresolved
TCKT001486,CUST00524,2023-08-09,Card Not Working,1,Resolved
TCKT001487,CUST00078,2024-02-15,Delayed Credit,14,Resolved
TCKT001488,CUST00459,2025-04-29,Login Issue,3,Pending
TCKT001489,CUST00897,2025-02-09,Card Not Working,13,Unresolved
TCKT001490,CUST00824,2024-01-30,Login Issue,12,Unresolved
TCKT001491,CUST00315,2025-05-09,Delayed Credit,14,Pending
TCKT001492,CUST00954,2025-05-16,Failed Transaction,7,Unresolved
TCKT001493,CUST00404,2024-10-18,Account Locked,14,Pending
TCKT001494,CUST00532,2024-07-25,Failed Transaction,3,Pending
TCKT001495,CUST00024,2023-08-04,Account Locked,12,Resolved
TCKT001496,CUST00199,2024-04-06,Account Locked,2,Unresolved
TCKT001497,CUST00273,2024-07-04,Failed Transaction,13,Unresolved
TCKT001498,CUST00020,2024-05-21,Incorrect Charge,14,Resolved
TCKT001499,CUST00570,2025-01-11,Incorrect Charge,14,Unresolved
TCKT001500,CUST00063,2023-07-14,Account Locked,3,Unresolved
TCKT001501,CUST00001,2024-05-19,Account Locked,14,Unresolved
TCKT001502,CUST00069,2023-07-30,Card Not Working,3,Resolved
TCKT001503,CUST00253,2024-01-07,Login Issue,6,Unresolved
TCKT001504,CUST00958,2023-12-27,Login Issue,3,Unresolved
TCKT001505,CUST00374,2023-07-21,Incorrect Charge,13,Resolved
TCKT001506,CUST00289,2024-07-10,Incorrect Charge,14,Pending
TCKT001507,CUST00348,2023-12-04,Failed Transaction,2,Resolved
TCKT001508,CUST00909,2024-12-04,Account Locked,2,Pending
TCKT001509,CUST00579,2025-06-14,Delayed Credit,8,Pending
TCKT001510,CUST00751,2023-08-27,Login Issue,14,Unresolved
TCKT001511,CUST00670,2024-08-13,Login Issue,2,Pending
TCKT001512,CUST00086,2024-10-12,Card Not Working,8,Unresolved
TCKT001513,CUST00419,2024-07-25,Delayed Credit,11,Unresolved
TCKT001514,CUST00579,2025-07-03,Delayed Credit,6,Unresolved
TCKT001515,CUST00644,2023-10-17,Login Issue,6,Pending
TCKT001516,CUST00827,2024-04-22,Login Issue,7,Resolved
TCKT001517,CUST00208,2024-07-29,Incorrect Charge,3,Resolved
TCKT001518,CUST00938,2024-06-22,Delayed Credit,2,Pending
TCKT001519,CUST00942,2024-12-22,Card Not Working,11,Unresolved
TCKT001520,CUST00956,2023-07-11,Account Locked,6,Unresolved
TCKT001521,CUST00009,2024-06-03,Incorrect Charge,12,Resolved
TCKT001522,CUST00778,2024-11-21,Failed Transaction,11,Pending
TCKT001523,CUST00830,2024-09-13,Failed Transaction,2,Pending
TCKT001524,CUST00804,2024-04-25,Login Issue,2,Resolved
TCKT001525,CUST00830,2024-07-30,Account Locked,15,Resolved
TCKT001526,CUST00828,2024-08-01,Login Issue,8,Resolved
TCKT001527,CUST00946,2024-06-12,Card Not Working,11,Pending
TCKT001528,CUST00386,2023-11-21,Account Locked,6,Pending
TCKT001529,CUST00844,2024-06-19,Card Not Working,5,Pending
TCKT001530,CUST00248,2025-02-05,Login Issue,15,Resolved
TCKT001531,CUST00373,2024-04-20,Failed Transaction,3,Pending
TCKT001532,CUST00684,2024-04-23,Failed Transaction,1,Resolved
TCKT001533,CUST00602,2024-04-26,Incorrect Charge,1,Unresolved
TCKT001534,CUST00142,2024-08-16,Incorrect Charge,1,Resolved
TCKT001535,CUST00018,2025-02-03,Incorrect Charge,1,Unresolved
TCKT001536,CUST00017,2023-09-06,Failed Transaction,4,Resolved
TCKT001537,CUST00962,2025-02-15,Login Issue,7,Pending
TCKT001538,CUST00385,2024-03-10,Failed Transaction,10,Unresolved
TCKT001539,CUST00355,2025-07-06,Incorrect Charge,13,Resolved
TCKT001540,CUST00010,2024-09-09,Incorrect Charge,10,Pending
TCKT001541,CUST00533,2025-03-18,Account Locked,9,Pending
TCKT001542,CUST00313,2024-05-03,Login Issue,6,Resolved
TCKT001543,CUST00333,2024-11-17,Card Not Working,9,Resolved
TCKT001544,CUST00692,2024-08-19,Delayed Credit,14,Pending
TCKT001545,CUST00395,2024-10-18,Card Not Working,4,Resolved
TCKT001546,CUST00125,2025-02-27,Incorrect Charge,6,Unresolved
TCKT001547,CUST00317,2023-07-19,Card Not Working,13,Resolved
TCKT001548,CUST00440,2023-07-25,Delayed Credit,6,Unresolved
TCKT001549,CUST00643,2024-06-23,Account Locked,6,Pending
TCKT001550,CUST00298,2023-08-25,Login Issue,8,Unresolved
TCKT001551,CUST00332,2024-04-13,Delayed Credit,1,Unresolved
TCKT001552,CUST00917,2024-09-08,Incorrect Charge,2,Resolved
TCKT001553,CUST00196,2024-05-28,Delayed Credit,12,Pending
TCKT001554,CUST00124,2025-06-25,Account Locked,7,Resolved
TCKT001555,CUST00800,2024-09-01,Incorrect Charge,1,Pending
TCKT001556,CUST00721,2023-10-06,Login Issue,6,Unresolved
TCKT001557,CUST00901,2025-01-04,Card Not Working,15,Pending
TCKT001558,CUST00195,2024-06-15,Account Locked,3,Resolved
TCKT001559,CUST00605,2025-01-31,Delayed Credit,1,Pending
TCKT001560,CUST00863,2023-07-13,Account Locked,7,Unresolved
TCKT001561,CUST00972,2023-10-15,Incorrect Charge,11,Unresolved
TCKT001562,CUST00414,2024-06-15,Delayed Credit,14,Unresolved
TCKT001563,CUST00060,2025-02-09,Failed Transaction,9,Pending
TCKT001564,CUST00354,2023-08-25,Card Not Working,2,Pending
TCKT001565,CUST00337,2023-10-06,Delayed Credit,12,Unresolved
TCKT001566,CUST00254,2024-10-17,Delayed Credit,4,Resolved
TCKT001567,CUST00469,2024-11-07,Login Issue,8,Unresolved
TCKT001568,CUST00554,2025-04-19,Account Locked,13,Unresolved
TCKT001569,CUST00084,2024-07-19,Card Not Working,6,Unresolved
TCKT001570,CUST00598,2024-04-06,Account Locked,4,Pending
TCKT001571,CUST00005,2024-09-16,Account Locked,6,Unresolved
TCKT001572,CUST00412,2023-11-15,Failed Transaction,4,Resolved
TCKT001573,CUST00943,2024-12-23,Card Not Working,6,Unresolved
TCKT001574,CUST00754,2024-05-02,Incorrect Charge,12,Resolved
TCKT001575,CUST00786,2023-08-08,Delayed Credit,3,Unresolved
TCKT001576,CUST00903,2023-09-08,Card Not Working,2,Unresolved
TCKT001577,CUST00704,2023-07-14,Delayed Credit,9,Resolved
TCKT001578,CUST00763,2024-02-12,Account Locked,14,Pending
TCKT001579,CUST00485,2024-08-09,Incorrect Charge,14,Pending
TCKT001580,CUST00148,2023-09-20,Login Issue,9,Pending
TCKT001581,CUST00900,2023-09-02,Card Not Working,7,Pending
TCKT001582,CUST00024,2024-10-31,Failed Transaction,9,Pending
TCKT001583,CUST00250,2023-11-26,Card Not Working,10,Resolved
TCKT001584,CUST00555,2023-08-11,Login Issue,14,Unresolved
TCKT001585,CUST00445,2024-06-28,Login Issue,9,Unresolved
TCKT001586,CUST00608,2025-05-28,Account Locked,1,Unresolved
TCKT001587,CUST00163,2024-03-10,Account Locked,3,Pending
TCKT001588,CUST00265,2025-06-26,Card Not Working,3,Resolved
TCKT001589,CUST00331,2025-05-19,Delayed Credit,7,Unresolved
TCKT001590,CUST00463,2024-12-03,Delayed Credit,9,Unresolved
TCKT001591,CUST00489,2023-10-12,Delayed Credit,8,Pending
TCKT001592,CUST00742,2024-04-05,Incorrect Charge,10,Unresolved
TCKT001593,CUST00119,2023-07-08,Failed Transaction,3,Unresolved
TCKT001594,CUST00962,2023-07-10,Account Locked,7,Unresolved
TCKT001595,CUST00626,2024-06-28,Failed Transaction,3,Pending
TCKT001596,CUST00321,2025-01-27,Incorrect Charge,2,Unresolved
TCKT001597,CUST00481,2025-01-12,Failed Transaction,11,Resolved
TCKT001598,CUST00759,2023-08-27,Login Issue,12,Resolved
TCKT001599,CUST00611,2023-12-11,Incorrect Charge,8,Resolved
TCKT001600,CUST00944,2025-03-10,Delayed Credit,1,Pending
TCKT001601,CUST00464,2024-12-03,Incorrect Charge,5,Resolved
TCKT001602,CUST00123,2023-12-09,Delayed Credit,6,Unresolved
TCKT001603,CUST00731,2025-05-21,Failed Transaction,11,Unresolved
TCKT001604,CUST00253,2024-07-25,Login Issue,8,Pending
TCKT001605,CUST00662,2025-05-15,Incorrect Charge,10,Unresolved
TCKT001606,CUST00034,2023-08-30,Incorrect Charge,9,Pending
TCKT001607,CUST00121,2023-12-17,Delayed Credit,8,Resolved
TCKT001608,CUST00719,2024-12-26,Delayed Credit,10,Pending
TCKT001609,CUST00208,2023-08-05,Failed Transaction,2,Unresolved
TCKT001610,CUST00035,2025-04-04,Delayed Credit,6,Unresolved
TCKT001611,CUST00159,2024-04-09,Card Not Working,11,Resolved
TCKT001612,CUST00512,2025-06-29,Card Not Working,14,Unresolved
TCKT001613,CUST00470,2023-11-24,Account Locked,11,Resolved
TCKT001614,CUST00027,2024-07-11,Incorrect Charge,13,Unresolved
TCKT001615,CUST00803,2024-12-28,Account Locked,1,Unresolved
TCKT001616,CUST00139,2024-10-12,Login Issue,12,Unresolved
TCKT001617,CUST00397,2025-02-03,Failed Transaction,5,Pending
TCKT001618,CUST00647,2025-04-03,Incorrect Charge,8,Resolved
TCKT001619,CUST00635,2024-12-24,Failed Transaction,7,Unresolved
TCKT001620,CUST00582,2023-10-27,Incorrect Charge,14,Pending
TCKT001621,CUST00628,2025-01-13,Delayed Credit,3,Resolved
TCKT001622,CUST00309,2024-03-21,Account Locked,5,Pending
TCKT001623,CUST00773,2024-06-09,Incorrect Charge,15,Pending
TCKT001624,CUST00249,2024-02-23,Delayed Credit,3,Resolved
