transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,channels,currency
TXN014426,CUST00558,2024-05-02,Debit,40283.81,Web,Naira
TXN014427,CUST00837,2023-03-30,Debit,3554.64,Apps,Dollar
TXN014428,CUST00742,2024-10-16,Credit,114684.71,Web,Naira
TXN014429,CUST00973,2024-07-20,Debit,717963.33,Cards,Dollar
TXN014430,CUST00835,2025-06-12,Debit,870403.24,Web,Dollar
TXN014431,CUST00846,2022-12-01,Credit,810524.47,Cards,Pounds
TXN014432,CUST00597,2024-10-29,Credit,921856.28,Apps,Pounds
TXN014433,CUST00463,2024-03-26,Debit,654164.85,Web,Dollar
TXN014434,CUST00537,2023-08-02,Debit,833035.91,USSD,Euros
TXN014435,CUST00867,2024-11-03,Credit,806209.6,USSD,Pounds
TXN014436,CUST00521,2024-11-18,Debit,880479.48,Apps,Euros
TXN014437,CUST00217,2025-02-01,Debit,304898.71,USSD,Yen
TXN014438,CUST00270,2023-11-05,Debit,691039.74,Web,Yen
TXN014439,CUST00985,2025-01-23,Debit,679303.53,USSD,Pounds
TXN014440,CUST00964,2022-08-28,Credit,725485.16,Web,Yen
TXN014441,CUST00257,2023-08-11,Credit,422229.64,POS,Dollar
TXN014442,CUST00539,2023-11-03,Debit,690785.1,POS,Dollar
TXN014443,CUST00597,2023-05-05,Credit,150955.3,POS,Dollar
TXN014444,CUST00412,2024-01-12,Credit,598582.12,USSD,Pounds
TXN014445,CUST00177,2023-12-26,Credit,347687.07,USSD,Dollar
TXN014446,CUST00468,2024-07-25,Credit,139570.16,Web,Pounds
TXN014447,CUST00697,2023-03-24,Credit,23760.93,USSD,Euros
TXN014448,CUST00898,2024-09-29,Debit,203345.05,POS,Yen
TXN014449,CUST00748,2024-11-01,Debit,865490.42,USSD,Dollar
TXN014450,CUST00260,2022-10-29,Debit,737371.37,Web,Pounds
TXN014451,CUST00445,2023-10-16,Debit,527267.88,Apps,Yen
TXN014452,CUST00875,2024-02-05,Debit,397038.5,Cards,Yen
TXN014453,CUST00327,2024-01-29,Debit,728903.56,POS,Yen
TXN014454,CUST00225,2024-11-22,Debit,656487.13,Apps,Yen
TXN014455,CUST00440,2024-05-04,Debit,927711.34,Cards,Yen
TXN014456,CUST00968,2024-11-29,Credit,281828.35,USSD,Naira
TXN014457,CUST00287,2023-04-12,Credit,684350.31,Apps,Naira
TXN014458,CUST00203,2024-04-27,Credit,450898.77,Web,Naira
TXN014459,CUST00645,2025-03-11,Credit,366261.8,POS,Naira
TXN014460,CUST00932,2023-09-18,Credit,712058.98,Web,Dollar
TXN014461,CUST00004,2023-10-10,Credit,723422.31,POS,Euros
TXN014462,CUST00760,2024-08-20,Debit,22670.95,Cards,Naira
TXN014463,CUST00138,2024-12-06,Credit,744789.05,USSD,Naira
TXN014464,CUST00170,2025-01-31,Credit,807718.36,POS,Naira
TXN014465,CUST00351,2024-07-26,Credit,722658.3,Apps,Euros
TXN014466,CUST00345,2024-09-13,Credit,421052.9,Cards,Euros
TXN014467,CUST00034,2023-05-03,Debit,943795.24,Cards,Pounds
TXN014468,CUST00444,2023-03-21,Credit,974100.58,Apps,Euros
TXN014469,CUST00044,2024-04-28,Debit,928705.73,USSD,Pounds
TXN014470,CUST00405,2023-09-15,Debit,823338.79,Apps,Dollar
TXN014471,CUST00908,2025-06-06,Debit,439693.96,Cards,Euros
TXN014472,CUST00381,2023-12-24,Credit,21505.8,Web,Dollar
TXN014473,CUST00667,2023-08-26,Debit,462061.5,USSD,Euros
TXN014474,CUST00306,2023-05-31,Debit,358121.11,Cards,Dollar
TXN014475,CUST00656,2022-09-16,Credit,904887.2,USSD,Pounds
TXN014476,CUST00166,2024-03-10,Debit,488592.69,Apps,Pounds
TXN014477,CUST00891,2024-09-08,Credit,449162.28,Web,Euros
TXN014478,CUST00018,2024-07-29,Debit,588456.61,USSD,Naira
TXN014479,CUST00007,2025-01-07,Credit,815602.34,Cards,Yen
TXN014480,CUST00443,2025-07-02,Credit,284790.59,Web,Dollar
TXN014481,CUST00084,2023-11-24,Debit,476421.86,POS,Pounds
TXN014482,CUST00826,2024-08-02,Credit,460154.82,Cards,Yen
TXN014483,CUST00711,2023-01-11,Credit,291855.75,Web,Dollar
TXN014484,CUST00300,2023-11-20,Debit,854940.77,Cards,Pounds
TXN014485,CUST00764,2022-08-19,Credit,641707.11,POS,Naira
TXN014486,CUST00389,2023-11-13,Credit,72515.79,Apps,Yen
TXN014487,CUST00734,2024-07-12,Debit,645716.76,POS,Dollar
TXN014488,CUST00710,2023-01-30,Debit,136293.89,Cards,Euros
TXN014489,CUST00372,2023-12-17,Credit,950078.48,Apps,Pounds
TXN014490,CUST00373,2024-09-09,Debit,739473.16,POS,Yen
TXN014491,CUST00233,2023-05-09,Credit,128227.75,POS,Naira
TXN014492,CUST00531,2022-08-26,Debit,877646.06,Cards,Euros
TXN014493,CUST00699,2023-08-27,Credit,213913.35,USSD,Pounds
TXN014494,CUST00057,2022-11-17,Debit,567216.16,Web,Yen
TXN014495,CUST00581,2022-10-21,Debit,792820.28,Cards,Naira
TXN014496,CUST00188,2024-02-18,Debit,997850.35,Web,Euros
TXN014497,CUST00113,2025-04-20,Credit,944526.19,POS,Yen
TXN014498,CUST00217,2023-07-22,Credit,416660.02,Web,Pounds
TXN014499,CUST00040,2023-09-23,Debit,938821.04,Cards,Yen
TXN014500,CUST00553,2023-01-09,Debit,837409.64,POS,Yen
TXN014501,CUST00767,2023-07-30,Debit,759400.47,USSD,Yen
TXN014502,CUST00486,2024-02-23,Credit,883163.1,Cards,Yen
TXN014503,CUST00160,2023-06-17,Debit,105038.09,Apps,Euros
TXN014504,CUST00996,2023-11-06,Credit,197386.8,Apps,Naira
TXN014505,CUST00009,2023-03-24,Debit,188048.81,POS,Yen
TXN014506,CUST00281,2023-07-08,Credit,355458.94,Apps,Naira
TXN014507,CUST00273,2023-08-23,Debit,667033.93,Apps,Naira
TXN014508,CUST00350,2024-05-17,Credit,89223.38,Cards,Euros
TXN014509,CUST00911,2022-07-26,Debit,172133.32,Cards,Dollar
TXN014510,CUST00836,2024-06-05,Credit,470479.7,POS,Pounds
TXN014511,CUST00095,2025-05-17,Debit,318970.3,Apps,Yen
TXN014512,CUST00766,2025-05-19,Debit,952140.75,Apps,Euros
TXN014513,CUST00023,2022-12-09,Debit,219869.54,USSD,Euros
TXN014514,CUST00129,2023-09-29,Debit,505320.55,POS,Dollar
TXN014515,CUST00435,2024-10-23,Debit,553436.75,USSD,Dollar
TXN014516,CUST00767,2023-03-12,Debit,963022.87,Apps,Euros
TXN014517,CUST00414,2023-10-24,Credit,936367.99,Apps,Yen
TXN014518,CUST00180,2023-10-01,Debit,806155.73,Cards,Pounds
TXN014519,CUST00313,2024-02-19,Credit,453879.23,Apps,Yen
TXN014520,CUST00372,2023-07-08,Credit,621496.5,USSD,Euros
TXN014521,CUST00061,2023-10-29,Debit,129483.97,Cards,Naira
TXN014522,CUST00437,2022-09-13,Debit,901002.54,Apps,Naira
TXN014523,CUST00639,2025-03-14,Debit,205162.41,POS,Euros
TXN014524,CUST00020,2025-01-06,Credit,408293.61,Apps,Pounds
TXN014525,CUST00223,2023-03-24,Credit,613919.97,POS,Dollar
TXN014526,CUST00676,2025-03-25,Credit,122312.41,POS,Naira
TXN014527,CUST00557,2024-09-30,Credit,244095.29,Cards,Euros
TXN014528,CUST00943,2023-09-05,Debit,897277.86,USSD,Pounds
TXN014529,CUST00142,2023-10-13,Credit,876687.73,Cards,Dollar
TXN014530,CUST00936,2025-04-22,Credit,418804.57,POS,Dollar
TXN014531,CUST00825,2022-12-24,Credit,10384.83,USSD,Yen
TXN014532,CUST00402,2024-06-06,Credit,91449.78,Cards,Dollar
TXN014533,CUST00345,2023-10-12,Debit,621635.64,Web,Yen
TXN014534,CUST00246,2024-12-12,Debit,746008.87,Cards,Naira
TXN014535,CUST00563,2023-03-12,Debit,383700.72,USSD,Euros
TXN014536,CUST00260,2023-11-05,Debit,294019.36,POS,Euros
TXN014537,CUST00353,2023-10-15,Credit,910519.23,USSD,Euros
TXN014538,CUST00940,2024-08-25,Debit,41581.18,USSD,Euros
TXN014539,CUST00400,2023-12-10,Debit,924219.77,USSD,Euros
TXN014540,CUST00787,2023-01-29,Credit,299192.93,Cards,Pounds
TXN014541,CUST00027,2022-10-01,Credit,864397.74,POS,Naira
TXN014542,CUST00778,2023-07-22,Credit,98818.57,Cards,Euros
TXN014543,CUST00420,2022-12-11,Debit,115152.98,Cards,Euros
TXN014544,CUST00731,2025-03-02,Debit,900650.73,USSD,Naira
TXN014545,CUST00761,2024-06-02,Debit,414271.35,USSD,Naira
TXN014546,CUST00011,2023-11-16,Debit,369002.11,USSD,Pounds
TXN014547,CUST00903,2023-12-15,Credit,759491.31,POS,Naira
TXN014548,CUST00954,2024-08-10,Debit,367592.51,USSD,Yen
TXN014549,CUST00730,2023-03-24,Debit,653648.07,POS,Dollar
TXN014550,CUST00964,2023-06-15,Debit,291679.67,USSD,Dollar
TXN014551,CUST00500,2024-02-22,Credit,423486.44,Web,Euros
TXN014552,CUST00521,2022-09-29,Debit,490362.36,POS,Pounds
TXN014553,CUST00119,2022-08-25,Debit,915048.62,Cards,Naira
TXN014554,CUST00101,2023-04-14,Debit,564354.55,POS,Pounds
TXN014555,CUST00889,2024-07-23,Debit,509369.62,POS,Dollar
TXN014556,CUST00984,2025-03-25,Debit,718154.81,USSD,Dollar
TXN014557,CUST00835,2025-01-20,Debit,541658.11,POS,Dollar
TXN014558,CUST00486,2023-03-12,Debit,391393.39,USSD,Yen
TXN014559,CUST00558,2022-08-24,Credit,864370.21,Cards,Euros
TXN014560,CUST00943,2022-10-10,Credit,533408.31,POS,Yen
TXN014561,CUST00479,2022-09-24,Credit,525687.53,Apps,Euros
TXN014562,CUST00491,2025-06-17,Credit,661332.41,POS,Yen
TXN014563,CUST00878,2023-07-21,Credit,874514.2,USSD,Naira
TXN014564,CUST00393,2024-08-31,Credit,210752.63,Web,Dollar
TXN014565,CUST00488,2023-03-16,Debit,597117.08,Apps,Euros
TXN014566,CUST00004,2023-07-21,Debit,243670.58,Apps,Dollar
TXN014567,CUST00526,2024-12-18,Credit,131056.2,USSD,Dollar
TXN014568,CUST00342,2023-10-17,Debit,6891.17,USSD,Dollar
TXN014569,CUST00202,2023-06-11,Credit,376961.45,POS,Pounds
TXN014570,CUST00917,2022-10-05,Debit,530685.99,Cards,Euros
TXN014571,CUST00697,2022-12-31,Credit,285008.31,Cards,Pounds
TXN014572,CUST00323,2022-12-16,Credit,949360.8,Apps,Euros
TXN014573,CUST00002,2023-08-31,Debit,737447.2,USSD,Dollar
TXN014574,CUST00890,2024-01-09,Debit,651756.71,POS,Yen
TXN014575,CUST00439,2025-03-08,Credit,672168.58,POS,Naira
TXN014576,CUST00640,2024-06-14,Debit,84211.62,Web,Naira
TXN014577,CUST00295,2025-02-08,Debit,682859.52,USSD,Euros
TXN014578,CUST00053,2023-01-27,Credit,762419.01,POS,Naira
TXN014579,CUST00586,2022-10-06,Credit,539068.79,POS,Yen
TXN014580,CUST00190,2024-09-12,Credit,525701.83,USSD,Naira
TXN014581,CUST00352,2024-07-30,Debit,471573.59,Web,Dollar
TXN014582,CUST00615,2024-09-02,Debit,265501.08,POS,Pounds
TXN014583,CUST00225,2024-11-26,Credit,65107.56,Web,Euros
TXN014584,CUST00650,2025-03-11,Credit,371242.11,USSD,Euros
TXN014585,CUST00191,2023-11-01,Credit,630581.0,USSD,Pounds
TXN014586,CUST00810,2024-02-21,Debit,223557.02,Apps,Yen
TXN014587,CUST00300,2023-09-17,Debit,90028.94,Cards,Euros
TXN014588,CUST00276,2022-10-03,Debit,853307.71,POS,Yen
TXN014589,CUST00320,2025-06-21,Credit,412781.62,USSD,Yen
TXN014590,CUST00061,2024-07-06,Credit,896533.91,POS,Pounds
TXN014591,CUST00390,2023-11-01,Debit,959728.0,Web,Pounds
TXN014592,CUST00574,2024-03-02,Credit,161424.45,Apps,Yen
TXN014593,CUST00892,2023-09-08,Debit,854664.92,USSD,Naira
TXN014594,CUST00856,2022-11-15,Credit,121283.05,Apps,Euros
TXN014595,CUST00329,2023-05-04,Credit,697110.74,Apps,Yen
TXN014596,CUST00344,2024-12-18,Debit,642799.54,Apps,Dollar
TXN014597,CUST00470,2023-11-17,Credit,286286.77,USSD,Dollar
TXN014598,CUST00176,2025-05-14,Debit,797165.85,USSD,Dollar
TXN014599,CUST00311,2023-02-07,Credit,774078.68,POS,Yen
TXN014600,CUST00569,2023-03-31,Debit,571596.49,POS,Dollar
TXN014601,CUST00415,2023-06-25,Debit,182772.45,POS,Yen
TXN014602,CUST00716,2024-09-24,Credit,787542.87,Cards,Pounds
TXN014603,CUST00895,2025-01-17,Credit,124008.26,Cards,Euros
TXN014604,CUST00500,2022-07-30,Credit,528859.1,Web,Dollar
TXN014605,CUST00382,2022-07-30,Debit,907775.58,POS,Yen
TXN014606,CUST00578,2024-03-07,Credit,239418.73,Cards,Euros
TXN014607,CUST00777,2022-11-07,Credit,810811.22,POS,Yen
TXN014608,CUST00592,2024-04-17,Credit,725962.96,Web,Naira
TXN014609,CUST00574,2023-08-14,Debit,457403.2,Apps,Naira
TXN014610,CUST00664,2022-10-09,Debit,726727.21,Web,Dollar
TXN014611,CUST00499,2024-06-10,Credit,646345.59,POS,Euros
TXN014612,CUST00396,2024-07-29,Debit,998484.48,USSD,Euros
TXN014613,CUST00336,2023-10-16,Debit,685986.68,USSD,Euros
TXN014614,CUST00354,2024-05-08,Credit,485772.58,Web,Naira
TXN014615,CUST00525,2024-09-24,Credit,951184.27,POS,Naira
TXN014616,CUST00277,2024-02-12,Debit,147859.68,USSD,Naira
TXN014617,CUST00489,2025-05-14,Debit,231624.23,Web,Naira
TXN014618,CUST00008,2024-11-03,Debit,395851.7,Web,Yen
TXN014619,CUST00620,2022-10-16,Debit,64917.8,Web,Naira
TXN014620,CUST00840,2023-11-04,Debit,952652.18,Cards,Euros
TXN014621,CUST00261,2023-09-04,Debit,681001.99,USSD,Euros
TXN014622,CUST00488,2025-04-30,Debit,520406.57,Apps,Yen
TXN014623,CUST00085,2024-05-29,Credit,781625.32,Cards,Naira
TXN014624,CUST00866,2023-10-28,Credit,91737.66,Web,Euros
TXN014625,CUST00436,2022-07-10,Credit,943483.03,Apps,Euros
TXN014626,CUST00902,2023-01-03,Debit,580704.55,Cards,Dollar
TXN014627,CUST00658,2023-12-24,Credit,785595.64,Apps,Pounds
TXN014628,CUST00375,2023-08-06,Debit,296431.54,USSD,Dollar
TXN014629,CUST00822,2025-02-16,Credit,328337.71,POS,Dollar
TXN014630,CUST00172,2023-09-02,Credit,313080.35,USSD,Dollar
TXN014631,CUST00658,2023-08-13,Debit,410930.08,Cards,Naira
TXN014632,CUST00257,2022-08-31,Credit,150969.15,Apps,Naira
TXN014633,CUST00662,2023-05-20,Debit,362344.25,Web,Naira
TXN014634,CUST00814,2025-02-25,Debit,825602.36,USSD,Euros
TXN014635,CUST00602,2022-09-26,Credit,899112.68,Cards,Euros
TXN014636,CUST00612,2023-12-31,Debit,33807.82,Apps,Yen
TXN014637,CUST00488,2025-04-14,Credit,13030.6,Cards,Euros
TXN014638,CUST00394,2022-10-11,Debit,429916.3,Apps,Dollar
TXN014639,CUST00142,2024-07-26,Credit,104425.0,Web,Yen
TXN014640,CUST00712,2025-05-14,Debit,539620.79,USSD,Dollar
TXN014641,CUST00967,2025-02-25,Credit,136609.87,Apps,Yen
TXN014642,CUST00238,2025-05-24,Debit,170425.67,Web,Euros
TXN014643,CUST00003,2025-02-05,Debit,217267.58,USSD,Pounds
TXN014644,CUST00064,2024-04-16,Debit,221171.96,USSD,Dollar
TXN014645,CUST00229,2023-08-17,Debit,117514.31,Cards,Yen
TXN014646,CUST00105,2023-09-05,Debit,269189.42,Web,Dollar
TXN014647,CUST00559,2024-09-10,Credit,535692.2,Web,Euros
TXN014648,CUST00006,2023-05-24,Credit,806598.52,USSD,Naira
TXN014649,CUST00515,2025-01-13,Debit,884710.36,Web,Yen
TXN014650,CUST00319,2023-04-16,Credit,674520.46,Cards,Pounds
TXN014651,CUST00925,2023-12-26,Credit,882036.35,USSD,Dollar
TXN014652,CUST00001,2023-02-28,Credit,732964.3,POS,Yen
TXN014653,CUST00124,2023-03-22,Credit,470496.13,POS,Pounds
TXN014654,CUST00368,2023-12-19,Debit,268336.84,Web,Dollar
TXN014655,CUST00522,2022-12-07,Debit,899872.39,Web,Pounds
TXN014656,CUST00559,2024-05-04,Credit,373569.33,Apps,Dollar
TXN014657,CUST00800,2022-10-12,Debit,346533.11,Web,Naira
TXN014658,CUST00867,2023-06-09,Credit,417319.46,POS,Naira
TXN014659,CUST00422,2025-06-11,Debit,446345.35,Web,Naira
TXN014660,CUST00418,2024-08-04,Credit,198890.39,Web,Naira
TXN014661,CUST00768,2023-08-16,Credit,113123.59,Web,Dollar
TXN014662,CUST00144,2025-02-24,Debit,877714.76,USSD,Dollar
TXN014663,CUST00710,2022-11-07,Debit,520638.55,Apps,Yen
TXN014664,CUST00996,2025-05-02,Debit,117077.98,USSD,Euros
TXN014665,CUST00509,2024-11-15,Credit,724806.87,Cards,Yen
TXN014666,CUST00319,2023-07-30,Debit,733841.21,USSD,Euros
TXN014667,CUST00757,2024-04-22,Debit,932302.98,Apps,Dollar
TXN014668,CUST00820,2024-05-19,Credit,364855.07,POS,Dollar
TXN014669,CUST00325,2023-08-21,Debit,587792.07,USSD,Naira
TXN014670,CUST00856,2024-06-10,Credit,497073.76,Web,Naira
TXN014671,CUST00103,2022-10-03,Credit,307208.82,Apps,Yen
TXN014672,CUST00543,2024-08-18,Credit,901036.8,USSD,Yen
TXN014673,CUST00112,2023-12-23,Debit,504541.67,USSD,Pounds
TXN014674,CUST00273,2023-07-25,Credit,731285.56,POS,Euros
TXN014675,CUST00362,2024-03-30,Credit,771977.82,POS,Yen
TXN014676,CUST00190,2024-05-23,Debit,524066.64,Web,Naira
TXN014677,CUST00646,2024-10-17,Credit,824559.32,POS,Naira
TXN014678,CUST00165,2024-04-08,Credit,111682.16,POS,Naira
TXN014679,CUST00570,2025-07-02,Credit,845582.59,Cards,Euros
TXN014680,CUST00342,2024-08-15,Debit,871052.93,POS,Yen
TXN014681,CUST00348,2024-01-23,Debit,694015.39,POS,Pounds
TXN014682,CUST00295,2022-11-08,Debit,955242.24,Cards,Yen
TXN014683,CUST00617,2023-12-02,Debit,675523.42,POS,Yen
TXN014684,CUST00550,2023-07-04,Debit,630359.65,Apps,Yen
TXN014685,CUST00523,2024-04-23,Debit,430804.33,Cards,Naira
TXN014686,CUST00417,2024-10-28,Credit,823621.87,USSD,Euros
TXN014687,CUST00736,2025-06-21,Credit,714379.87,Apps,Yen
TXN014688,CUST00906,2023-04-13,Credit,854638.41,Apps,Dollar
TXN014689,CUST00073,2023-08-25,Credit,278177.05,Web,Euros
TXN014690,CUST00500,2024-10-16,Debit,85047.94,Web,Euros
TXN014691,CUST00529,2022-11-25,Debit,743036.36,USSD,Euros
TXN014692,CUST00027,2025-03-30,Debit,468120.95,USSD,Euros
TXN014693,CUST00787,2024-09-29,Debit,413114.57,USSD,Pounds
TXN014694,CUST00423,2024-05-06,Credit,790510.39,Cards,Yen
TXN014695,CUST00830,2022-10-19,Debit,825006.78,POS,Pounds
TXN014696,CUST00174,2022-09-02,Credit,34680.47,USSD,Naira
TXN014697,CUST00942,2022-08-16,Credit,956004.86,Cards,Euros
TXN014698,CUST00092,2023-02-04,Credit,637162.48,Apps,Pounds
TXN014699,CUST00562,2025-02-01,Debit,759783.82,POS,Dollar
TXN014700,CUST00490,2024-06-21,Debit,456548.63,Apps,Dollar
TXN014701,CUST00170,2023-07-04,Debit,268901.92,POS,Naira
TXN014702,CUST00701,2024-02-02,Debit,158577.21,USSD,Dollar
TXN014703,CUST00688,2024-06-13,Debit,447172.36,POS,Dollar
TXN014704,CUST00063,2024-09-13,Credit,393820.91,Cards,Yen
TXN014705,CUST00555,2023-01-09,Debit,897649.83,POS,Yen
TXN014706,CUST00497,2022-11-18,Credit,978336.94,POS,Dollar
TXN014707,CUST00054,2023-03-12,Credit,608804.86,Web,Pounds
TXN014708,CUST00450,2024-08-19,Credit,1944.4,USSD,Euros
TXN014709,CUST00874,2025-06-26,Debit,57858.05,Cards,Euros
TXN014710,CUST00833,2025-06-22,Credit,762145.28,Cards,Euros
TXN014711,CUST00387,2023-07-21,Credit,956971.73,POS,Dollar
TXN014712,CUST00360,2025-06-15,Debit,717883.61,Cards,Yen
TXN014713,CUST00198,2023-04-18,Credit,865759.28,Apps,Yen
TXN014714,CUST00386,2023-02-04,Credit,89325.6,Web,Dollar
TXN014715,CUST00667,2025-01-08,Debit,937958.37,POS,Yen
TXN014716,CUST00285,2022-09-15,Debit,23196.5,POS,Yen
TXN014717,CUST00679,2023-09-11,Debit,142712.69,POS,Naira
TXN014718,CUST00204,2024-03-05,Debit,445300.78,POS,Naira
TXN014719,CUST00298,2023-05-13,Credit,794968.61,Cards,Naira
TXN014720,CUST00246,2023-12-10,Credit,637907.02,Cards,Pounds
TXN014721,CUST00154,2023-05-17,Credit,70368.06,POS,Euros
TXN014722,CUST00382,2025-03-24,Debit,499019.12,POS,Dollar
TXN014723,CUST00131,2023-05-18,Credit,274742.57,Cards,Naira
TXN014724,CUST00267,2022-07-25,Debit,203384.14,USSD,Dollar
TXN014725,CUST00593,2022-09-02,Credit,105188.6,Web,Pounds
TXN014726,CUST00859,2023-12-09,Debit,307302.1,Cards,Yen
TXN014727,CUST00614,2022-07-13,Credit,969690.95,POS,Euros
TXN014728,CUST00668,2023-05-16,Debit,326277.33,Web,Yen
TXN014729,CUST00924,2024-05-29,Debit,67324.48,Cards,Pounds
TXN014730,CUST00224,2024-11-18,Debit,90682.43,Cards,Yen
TXN014731,CUST00192,2023-05-21,Debit,986777.39,Web,Naira
TXN014732,CUST00706,2023-07-25,Debit,569502.27,Cards,Yen
TXN014733,CUST00204,2024-04-15,Debit,132007.53,Web,Dollar
TXN014734,CUST00143,2024-05-18,Credit,278142.32,Web,Dollar
TXN014735,CUST00937,2023-01-21,Credit,636217.73,Cards,Naira
TXN014736,CUST00174,2022-11-07,Credit,919053.52,Web,Euros
TXN014737,CUST00773,2022-11-23,Credit,686349.23,Cards,Euros
TXN014738,CUST00027,2024-09-26,Debit,478193.94,Apps,Naira
TXN014739,CUST00184,2024-09-13,Debit,309539.67,Cards,Naira
TXN014740,CUST00540,2023-03-20,Debit,963070.32,Web,Pounds
TXN014741,CUST00012,2024-06-29,Debit,831582.17,POS,Pounds
TXN014742,CUST00562,2022-09-10,Debit,731671.64,POS,Dollar
TXN014743,CUST00602,2023-10-19,Credit,552574.05,Web,Yen
TXN014744,CUST00010,2024-12-08,Debit,201797.4,Cards,Naira
TXN014745,CUST00305,2023-08-23,Debit,860089.03,Apps,Dollar
TXN014746,CUST00232,2024-09-10,Debit,461270.91,Web,Euros
TXN014747,CUST00840,2023-09-26,Debit,855147.78,Web,Euros
TXN014748,CUST00311,2024-06-19,Credit,516086.29,POS,Yen
TXN014749,CUST00312,2022-09-15,Credit,342252.02,POS,Pounds
TXN014750,CUST00736,2024-09-28,Debit,541641.63,USSD,Pounds
TXN014751,CUST00208,2023-03-17,Debit,845459.25,POS,Naira
TXN014752,CUST00847,2023-12-07,Debit,857970.42,Cards,Euros
TXN014753,CUST00305,2025-01-09,Credit,620127.43,Web,Dollar
TXN014754,CUST00464,2023-10-20,Debit,208673.37,Web,Euros
TXN014755,CUST00236,2025-05-05,Debit,31942.55,Web,Dollar
TXN014756,CUST00713,2023-04-11,Credit,899923.57,USSD,Yen
TXN014757,CUST00743,2025-02-19,Credit,743123.67,Web,Yen
TXN014758,CUST00899,2023-12-24,Credit,64549.63,Web,Pounds
TXN014759,CUST00297,2022-10-30,Credit,658977.01,POS,Pounds
TXN014760,CUST00098,2024-07-20,Credit,303045.6,Cards,Euros
TXN014761,CUST00456,2024-05-28,Credit,732833.99,Cards,Pounds
TXN014762,CUST00916,2024-04-25,Credit,980666.77,Apps,Euros
TXN014763,CUST00700,2023-02-22,Credit,649800.06,Web,Naira
TXN014764,CUST00330,2025-06-08,Credit,646992.65,Apps,Pounds
TXN014765,CUST00261,2024-01-11,Credit,87700.64,USSD,Yen
TXN014766,CUST00018,2023-07-24,Debit,490775.71,Cards,Euros
TXN014767,CUST00882,2024-05-22,Debit,297944.5,Web,Dollar
TXN014768,CUST00501,2023-12-27,Debit,925366.63,Cards,Dollar
TXN014769,CUST00676,2025-03-24,Debit,703107.03,USSD,Dollar
TXN014770,CUST00885,2024-06-28,Credit,85955.99,Apps,Dollar
TXN014771,CUST00211,2025-06-07,Credit,602432.26,POS,Euros
TXN014772,CUST00374,2025-02-17,Credit,661371.33,Cards,Naira
TXN014773,CUST00633,2022-08-10,Debit,849258.03,Apps,Dollar
TXN014774,CUST00204,2024-11-07,Debit,825112.02,POS,Pounds
TXN014775,CUST00248,2024-03-01,Debit,113859.72,USSD,Yen
TXN014776,CUST00016,2023-09-25,Debit,356358.03,Cards,Dollar
TXN014777,CUST00258,2024-03-09,Debit,108609.43,POS,Pounds
TXN014778,CUST00920,2024-09-15,Debit,730418.24,Cards,Naira
TXN014779,CUST00631,2023-06-03,Debit,728994.29,POS,Naira
TXN014780,CUST00357,2024-05-02,Credit,30047.66,Web,Naira
TXN014781,CUST00543,2022-08-13,Debit,44586.67,Cards,Yen
TXN014782,CUST00709,2023-11-08,Debit,10818.88,POS,Euros
TXN014783,CUST00933,2025-05-14,Credit,776582.38,POS,Euros
TXN014784,CUST00160,2023-11-03,Debit,773761.93,Cards,Yen
TXN014785,CUST00672,2023-07-11,Credit,235111.05,Cards,Euros
TXN014786,CUST00788,2024-01-13,Debit,13394.93,Cards,Dollar
TXN014787,CUST00903,2023-08-26,Debit,445602.78,USSD,Yen
TXN014788,CUST00384,2023-10-13,Debit,948757.01,POS,Yen
TXN014789,CUST00729,2025-05-07,Credit,823494.2,USSD,Naira
TXN014790,CUST00189,2024-05-11,Credit,416670.07,USSD,Euros
TXN014791,CUST00091,2023-06-16,Credit,442944.99,POS,Dollar
TXN014792,CUST00303,2023-08-25,Credit,815960.79,USSD,Pounds
TXN014793,CUST00036,2022-09-07,Debit,645091.48,USSD,Dollar
TXN014794,CUST00009,2024-08-04,Debit,441309.92,Apps,Yen
TXN014795,CUST00960,2024-03-22,Debit,410967.44,Apps,Yen
TXN014796,CUST00275,2024-02-15,Debit,667895.65,Apps,Dollar
TXN014797,CUST00377,2023-11-08,Debit,964380.23,POS,Pounds
TXN014798,CUST00688,2025-05-16,Debit,607823.99,Apps,Dollar
TXN014799,CUST00923,2022-08-13,Credit,877986.19,USSD,Euros
TXN014800,CUST00320,2025-05-18,Debit,234644.49,Cards,Pounds
TXN014801,CUST00010,2023-12-01,Debit,470632.78,POS,Pounds
TXN014802,CUST00561,2023-06-26,Debit,417372.97,Cards,Euros
TXN014803,CUST00512,2024-02-07,Debit,705239.95,Cards,Dollar
TXN014804,CUST00664,2025-01-27,Credit,290932.15,Cards,Naira
TXN014805,CUST00845,2023-04-11,Credit,963043.38,Apps,Yen
TXN014806,CUST00566,2024-12-28,Credit,754494.31,Web,Dollar
TXN014807,CUST00650,2024-02-08,Credit,154024.45,Cards,Pounds
TXN014808,CUST00689,2023-04-27,Debit,378872.18,POS,Pounds
TXN014809,CUST00913,2023-08-29,Debit,199843.43,Cards,Naira
TXN014810,CUST00315,2023-09-10,Debit,66565.45,Apps,Yen
TXN014811,CUST00212,2023-01-21,Debit,406627.85,POS,Dollar
TXN014812,CUST00566,2023-01-07,Credit,274454.5,Cards,Yen
TXN014813,CUST00242,2023-12-04,Credit,765519.08,Cards,Naira
